1.695, -0.242681
2.33099, 0.941313
2.67583, 1.10237
2.99428, 1.18763
3.21134, 1.18718
3.38959, 1.17086
3.54082, 1.14687
3.68743, 1.10775
3.80184, 1.06195
3.90449, 1.03184
3.99758, 1.01674
4.09289, 0.98721
